FID,pointid,grid_code,xx,yy,Num,,,
2825,5015693,-1.5628099,-89.03939073,38.26625095,1,,,
2826,5015694,-1.43646,-89.03936771,38.26624964,1,,,
2827,5015695,-1.67401,-89.0393447,38.26624833,1,,,
2828,5015696,-1.4909101,-89.03932168,38.26624703,1,,,
2829,5015041,-1.5628099,-89.03941205,38.26627005,1,,,
2830,5015042,-1.5628099,-89.03938904,38.26626874,1,,,
2831,5015043,-1.43646,-89.03936602,38.26626744,1,,,
2832,5015044,-1.67401,-89.03934301,38.26626613,1,,,
2833,5015045,-1.4909101,-89.03931999,38.26626482,1,,,
2834,5014389,-1.29651,-89.03941036,38.26628784,1,,,
2835,5014390,-1.29651,-89.03938735,38.26628654,1,,,
2836,5014391,-1.20367,-89.03936433,38.26628523,1,,,
2837,5014392,-1.23685,-89.03934132,38.26628393,1,,,
2838,4997383,-1.20377,-89.12531866,38.27150721,1,,,
2839,4996533,-1.28281,-89.12538604,38.27152888,1,,,
2840,4996534,-1.58533,-89.12536303,38.27152759,1,,,
2841,4990198,-1.53677,-89.0393597,38.26682171,1,,,
2842,4990199,-1.53677,-89.03933669,38.26682041,1,,,
2843,4990200,-1.40652,-89.03931367,38.2668191,1,,,
2844,4990201,-1.2241499,-89.03929066,38.26681779,1,,,
2845,4989050,-1.40405,-89.12576234,38.27171097,1,,,
2846,4989390,-1.39426,-89.03935801,38.26683951,1,,,
2847,4989391,-1.39426,-89.039335,38.2668382,1,,,
2848,4989392,-1.4286799,-89.03931198,38.2668369,1,,,
2849,4989393,-1.54492,-89.03928897,38.26683559,1,,,
2850,4989394,-1.30997,-89.03926595,38.26683428,1,,,
2851,4988574,-1.37433,-89.03935632,38.2668573,1,,,
2852,4988575,-1.37433,-89.03933331,38.266856,1,,,
2853,4988576,-1.39755,-89.03931029,38.26685469,1,,,
2854,4988577,-1.39661,-89.03928728,38.26685338,1,,,
2855,4988578,-1.34705,-89.03926426,38.26685208,1,,,
2856,4988579,-1.24777,-89.03924125,38.26685077,1,,,
2857,4987719,-1.37433,-89.03935464,38.2668751,1,,,
2858,4987720,-1.37433,-89.03933162,38.26687379,1,,,
2859,4987721,-1.39755,-89.03930861,38.26687249,1,,,
2860,4987722,-1.39661,-89.03928559,38.26687118,1,,,
2861,4987723,-1.34705,-89.03926257,38.26686987,1,,,
2862,4987724,-1.24777,-89.03923956,38.26686857,1,,,
2863,4986533,-1.3128999,-89.12582639,38.27176823,1,,,
2864,4986899,-1.4077801,-89.03930692,38.26689028,1,,,
2865,4986900,-1.34427,-89.0392839,38.26688898,1,,,
2866,4986901,-1.25436,-89.03926089,38.26688767,1,,,
2867,4979542,-1.28534,-89.03933775,38.26705305,1,,,
2868,4979543,-1.28534,-89.03931473,38.26705175,1,,,
2869,4969972,-1.2652299,-89.03931579,38.2672844,1,,,
2870,4969973,-1.2652299,-89.03929278,38.26728309,1,,,
2871,4969207,-1.42691,-89.03931411,38.26730219,1,,,
2872,4969208,-1.42691,-89.03929109,38.26730089,1,,,
2873,4968467,-1.63507,-89.03931242,38.26731999,1,,,
2874,4968468,-1.63507,-89.0392894,38.26731868,1,,,
2875,4958146,-1.30103,-89.13676754,38.27304264,1,,,
2876,4957391,-1.22662,-89.13685795,38.27306559,1,,,
2877,4957392,-1.23572,-89.13683493,38.2730643,1,,,
2878,4957393,-1.22491,-89.13681191,38.27306301,1,,,
2879,4956668,-1.23212,-89.1368793,38.27308467,1,,,
2880,4956669,-1.36285,-89.13685629,38.27308339,1,,,
2881,4956670,-1.20856,-89.13683327,38.2730821,1,,,
2882,4955326,-1.2126499,-89.13692201,38.27312284,1,,,
2883,4955327,-1.2126499,-89.13689899,38.27312155,1,,,
2884,4929393,-1.37885,-89.09969084,38.271643,1,,,
2885,4922554,-1.25055,-89.09933218,38.27176595,1,,,
2886,4922555,-1.2218,-89.09930916,38.27176466,1,,,
2887,4915118,-1.25739,-89.13158876,38.27373682,1,,,
2888,4913545,-1.255,-89.1316775,38.27377757,1,,,
2889,4913546,-1.255,-89.13165448,38.27377628,1,,,
2890,4911991,-1.25024,-89.13178926,38.27381961,1,,,
2891,4911229,-1.3256201,-89.1317876,38.2738374,1,,,
2892,4910466,-1.3256201,-89.13178593,38.2738552,1,,,
2893,4909698,-1.47772,-89.13180728,38.27387428,1,,,
2894,4908876,-1.83258,-89.13180562,38.27389208,1,,,
2895,4908088,-1.28821,-89.13182697,38.27391117,1,,,
2896,4894522,-1.2731301,-89.0584855,38.27010592,1,,,
2897,4894523,-1.2731301,-89.05846248,38.27010462,1,,,
2898,4894524,-1.40912,-89.05843947,38.27010332,1,,,
2899,4789124,-1.20715,-89.13697107,38.27754444,1,,,
2900,4788420,-1.29193,-89.13694639,38.27756094,1,,,
2901,4779882,-1.30865,-89.13671922,38.27776292,1,,,
2902,4779883,-1.44495,-89.1366962,38.27776163,1,,,
2903,4779884,-1.44495,-89.13667318,38.27776035,1,,,
2904,4779140,-1.32959,-89.13671755,38.27778072,1,,,
2905,4779141,-1.89136,-89.13669453,38.27777943,1,,,
2906,4779142,-1.89136,-89.13667151,38.27777814,1,,,
2907,4778405,-1.32959,-89.13671589,38.27779851,1,,,
2908,4778406,-1.89136,-89.13669287,38.27779723,1,,,
2909,4778407,-1.89136,-89.13666985,38.27779594,1,,,
2910,4777581,-1.48297,-89.1366912,38.27781502,1,,,
2911,4777582,-1.48297,-89.13666818,38.27781374,1,,,
2912,4775942,-1.3562599,-89.13664183,38.27784804,1,,,
2913,4775181,-1.5553,-89.13664017,38.27786584,1,,,
2914,4774461,-1.33588,-89.1366385,38.27788364,1,,,
2915,4773748,-1.22058,-89.13661381,38.27790015,1,,,
2916,4773071,-1.23779,-89.13658913,38.27791665,1,,,
2917,4479803,-1.25854,-89.13902564,38.28551306,1,,,
2918,4479804,-1.3484499,-89.13900262,38.28551177,1,,,
2919,4479208,-1.39777,-89.13920816,38.28554115,1,,,
2920,4479209,-1.43024,-89.13918514,38.28553986,1,,,
2921,4479210,-1.3042001,-89.13916212,38.28553858,1,,,
2922,4478654,-1.86603,-89.13927556,38.28556281,1,,,
2923,4478655,-1.86603,-89.13925254,38.28556152,1,,,
2924,4478656,-1.36737,-89.13922952,38.28556023,1,,,
2925,4478103,-1.62439,-89.13929692,38.28558189,1,,,
2926,4466928,-1.20667,-89.13976846,38.28598394,1,,,
2927,4466480,-1.2460901,-89.13985889,38.28600689,1,,,
2928,4466481,-1.2460901,-89.13983586,38.2860056,1,,,
2929,4466482,-1.23297,-89.13978982,38.28600303,1,,,
2930,4466047,-1.38098,-89.13994931,38.28602983,1,,,
2931,4466048,-1.85028,-89.13992629,38.28602854,1,,,
2932,4466049,-1.25256,-89.13990327,38.28602726,1,,,
2933,4465555,-1.45636,-89.13994765,38.28604763,1,,,
2934,4465557,-1.22577,-89.1399016,38.28604505,1,,,
2935,4465042,-1.7262,-89.13994598,38.28606543,1,,,
2936,4463636,-1.23999,-89.14010215,38.28612782,1,,,
2937,4463139,-1.23999,-89.14010048,38.28614562,1,,,
2938,4462156,-1.2937,-89.14018925,38.28618636,1,,,
2939,4432249,-1.22885,-89.1199163,38.28617859,1,,,
2940,4422965,-1.3328201,-89.11981049,38.28656625,1,,,
2941,4422562,-1.21313,-89.11985487,38.28658663,1,,,
2942,4422563,-1.3996,-89.11983185,38.28658534,1,,,
2943,4422159,-1.21313,-89.1198532,38.28660442,1,,,
2944,4422160,-1.3996,-89.11983018,38.28660313,1,,,
2945,4421724,-1.21762,-89.11985153,38.28662222,1,,,
2946,4421725,-1.3846101,-89.11982851,38.28662093,1,,,
2947,4421313,-1.2858599,-89.11987288,38.28664131,1,,,
2948,4421314,-1.30984,-89.11984986,38.28664002,1,,,
2949,4420870,-1.26492,-89.11987121,38.2866591,1,,,
2950,4420871,-1.2589099,-89.11984819,38.28665781,1,,,
2951,4340829,-1.48138,-89.13218506,38.29010389,1,,,
2952,4340180,-1.34308,-89.13225246,38.29012555,1,,,
2953,4328779,-1.3200099,-89.13263856,38.29045129,1,,,
2954,4328131,-1.8178101,-89.13265992,38.29047038,1,,,
2955,4327475,-1.31696,-89.13268127,38.29048946,1,,,
2956,4326818,-1.31696,-89.13267961,38.29050726,1,,,
2957,4326193,-1.2396899,-89.13267794,38.29052505,1,,,
2958,4324306,-1.52979,-89.13267294,38.29057845,1,,,
2959,4323710,-1.35059,-89.13267127,38.29059624,1,,,
2960,4323163,-1.3128099,-89.13266961,38.29061404,1,,,
2961,4310391,-1.34341,-89.09443675,38.28886236,1,,,
2962,4309628,-1.73566,-89.14156476,38.2915229,1,,,
2963,4309033,-1.42535,-89.1415631,38.2915407,1,,,
2964,4309163,-1.27393,-89.09447945,38.28890054,1,,,
2965,4309164,-1.29092,-89.09445642,38.28889924,1,,,
2966,4308461,-1.78204,-89.14153841,38.29155721,1,,,
2967,4308589,-1.2061501,-89.09445475,38.28891704,1,,,
2968,4308020,-1.49976,-89.09360122,38.2888869,1,,,
2969,4307420,-1.20929,-89.09447442,38.28895393,1,,,
2970,4305616,-1.26318,-89.14136891,38.29163719,1,,,
2971,4305617,-1.26318,-89.14134589,38.2916359,1,,,
2972,4305024,-1.27344,-89.1413212,38.29165241,1,,,
2973,4286382,-1.33356,-89.14043904,38.29217559,1,,,
2974,4285748,-1.26361,-89.14041435,38.2921921,1,,,
2975,4244656,-1.4150701,-89.12749259,38.29275732,1,,,
2976,4244124,-1.4150701,-89.12749092,38.29277512,1,,,
2977,4243027,-1.4624,-89.12748759,38.29281071,1,,,
2978,4242473,-1.62024,-89.12748592,38.29282851,1,,,
2979,4233895,-1.33319,-89.07136971,38.28999541,1,,,
2980,4232941,-1.72507,-89.06547251,38.28969812,1,,,
2981,4232452,-1.70566,-89.06547082,38.28971592,1,,,
2982,4232453,-1.56754,-89.0654478,38.28971462,1,,,
2983,4231936,-1.69254,-89.0654231,38.28973111,1,,,
2984,4231937,-1.2861,-89.06540007,38.28972981,1,,,
2985,4231939,-1.25214,-89.06535403,38.28972721,1,,,
2986,4231940,-1.27957,-89.06533101,38.28972591,1,,,
2987,4231941,-1.3247401,-89.06530798,38.28972461,1,,,
2988,4231942,-1.3247401,-89.06528496,38.28972331,1,,,
2989,4231415,-1.2225,-89.06523723,38.2897385,1,,,
2990,4230886,-1.2225,-89.06523555,38.2897563,1,,,
2991,4175883,-1.47348,-89.09660821,38.29333194,1,,,
2992,4175884,-1.6481301,-89.09658519,38.29333064,1,,,
2993,4175282,-1.24637,-89.09662956,38.29335103,1,,,
2994,4175357,-1.31549,-89.06513295,38.29157538,1,,,
2995,4175358,-1.31549,-89.06510992,38.29157408,1,,,
2996,4174765,-1.46881,-89.06513126,38.29159318,1,,,
2997,4174766,-1.46881,-89.06510824,38.29159188,1,,,
2998,4174111,-1.41974,-89.06512958,38.29161098,1,,,
2999,4174112,-1.41974,-89.06510656,38.29160968,1,,,
3000,4105157,-1.2403001,-89.10839071,38.29578314,1,,,
3001,4105158,-1.38492,-89.10836769,38.29578184,1,,,
3002,4104489,-1.2825,-89.10834299,38.29579835,1,,,
3003,4104490,-1.2825,-89.10831996,38.29579705,1,,,
3004,3966023,-1.39267,-89.07593233,38.29805334,1,,,
3005,3966024,-1.5141,-89.07590931,38.29805204,1,,,
3006,3965789,-1.31732,-89.07590763,38.29806984,1,,,
3007,3965790,-1.88272,-89.0758846,38.29806854,1,,,
3008,3965791,-1.88272,-89.07586157,38.29806724,1,,,
3009,3965792,-1.48517,-89.07583855,38.29806594,1,,,
3010,3965793,-1.39072,-89.07581552,38.29806464,1,,,
3011,3965540,-1.26025,-89.07590594,38.29808763,1,,,
3012,3965541,-1.80829,-89.07588292,38.29808633,1,,,
3013,3965542,-1.80829,-89.07585989,38.29808503,1,,,
3014,3965543,-1.55563,-89.07583687,38.29808374,1,,,
3015,3965544,-1.4798,-89.07581384,38.29808244,1,,,
3016,3965545,-1.5567,-89.07579082,38.29808114,1,,,
3017,3965546,-1.36514,-89.07576779,38.29807984,1,,,
3018,3965277,-1.34738,-89.07583519,38.29810153,1,,,
3019,3965278,-1.36517,-89.07581216,38.29810023,1,,,
3020,3965279,-1.54944,-89.07578914,38.29809893,1,,,
3021,3965280,-1.51245,-89.07576611,38.29809763,1,,,
3022,3965281,-1.38693,-89.07574309,38.29809634,1,,,
3023,3965282,-1.2316,-89.07572006,38.29809504,1,,,
3024,3965018,-1.2103,-89.07578746,38.29811673,1,,,
3025,3965019,-1.26553,-89.07576443,38.29811543,1,,,
3026,3965020,-1.20303,-89.0757414,38.29811413,1,,,
3027,3794614,-1.50946,-89.1215627,38.30859793,1,,,
3028,3789574,-1.36768,-89.12186842,38.30879396,1,,,
3029,3784936,-1.27203,-89.12206066,38.30896575,1,,,
3030,3627715,-1.34244,-89.1109431,38.31320855,1,,,
3031,3550745,-1.21729,-89.14585539,38.31841857,1,,,
3032,3550746,-1.30591,-89.14583236,38.31841729,1,,,
3033,3550188,-1.3897099,-89.14585373,38.31843637,1,,,
3034,3550189,-1.70831,-89.14583069,38.31843509,1,,,
3035,3550190,-1.46375,-89.14580766,38.3184338,1,,,
3036,3549587,-1.43823,-89.14585206,38.31845417,1,,,
3037,3549588,-1.9085701,-89.14582903,38.31845288,1,,,
3038,3548984,-1.2390701,-89.14582736,38.31847068,1,,,
3039,3547840,-1.34937,-89.14584707,38.31850756,1,,,
3040,3547321,-1.49176,-89.1458454,38.31852536,1,,,
3041,3538038,-1.47821,-89.14584015,38.31882919,1,,,
3042,3537518,-1.87494,-89.14583848,38.31884699,1,,,
3043,3537519,-1.21881,-89.14581545,38.3188457,1,,,
3044,3398600,-1.20889,-89.11006649,38.32154995,1,,,
3045,3398601,-1.20889,-89.11004345,38.32154866,1,,,
3046,3398701,-1.63147,-89.07229268,38.31942442,1,,,
3047,3398017,-1.20602,-89.11006481,38.32156775,1,,,
3048,3398018,-1.20602,-89.11004178,38.32156646,1,,,
3049,3398134,-1.20877,-89.07224494,38.31943962,1,,,
3050,3394735,-1.2737401,-89.109984,38.32168845,1,,,
3051,3394832,-1.23123,-89.07248652,38.31957849,1,,,
3052,3394835,-1.2360801,-89.07241742,38.31957459,1,,,
3053,3394836,-1.2360801,-89.07239439,38.31957329,1,,,
3054,3394837,-1.31793,-89.07223316,38.31956419,1,,,
3055,3394277,-1.21292,-89.11021267,38.32171917,1,,,
3056,3394279,-1.20331,-89.11000536,38.32170754,1,,,
3057,3385308,-1.32932,-89.07228997,38.31994311,1,,,
3058,3313433,-1.26526,-89.02349713,38.32047225,1,,,
3059,3313434,-1.21191,-89.0234741,38.32047094,1,,,
3060,3313445,-1.21744,-89.02322075,38.32045655,1,,,
3061,3313095,-1.62936,-89.02349544,38.32049005,1,,,
3062,3313096,-1.46521,-89.02347241,38.32048874,1,,,
3063,3313097,-1.3554699,-89.02344938,38.32048743,1,,,
3064,3313098,-1.2703201,-89.02342635,38.32048612,1,,,
3065,3313103,-1.24133,-89.02331119,38.32047958,1,,,
3066,3313104,-1.24133,-89.02328816,38.32047827,1,,,
3067,3313106,-1.27878,-89.02324209,38.32047565,1,,,
3068,3313107,-1.27505,-89.02321906,38.32047434,1,,,
3069,3312745,-1.85815,-89.02349375,38.32050784,1,,,
3070,3312746,-1.94077,-89.02347071,38.32050653,1,,,
3071,3312747,-1.86481,-89.02344768,38.32050522,1,,,
3072,3312748,-1.71912,-89.02342465,38.32050392,1,,,
3073,3312749,-1.31622,-89.02340162,38.32050261,1,,,
3074,3312750,-1.24686,-89.02337859,38.3205013,1,,,
3075,3312751,-1.22891,-89.02335556,38.32049999,1,,,
3076,3312752,-1.25931,-89.02333252,38.32049868,1,,,
3077,3312753,-1.39404,-89.02330949,38.32049737,1,,,
3078,3312754,-1.39404,-89.02328646,38.32049606,1,,,
3079,3312755,-1.52145,-89.02326343,38.32049475,1,,,
3080,3312756,-1.6257,-89.0232404,38.32049345,1,,,
3081,3312392,-1.67355,-89.02339993,38.3205204,1,,,
3082,3312393,-1.54318,-89.02337689,38.32051909,1,,,
3083,3312394,-1.50302,-89.02335386,38.32051779,1,,,
3084,3312395,-1.49524,-89.02333083,38.32051648,1,,,
3085,3312396,-1.54391,-89.0233078,38.32051517,1,,,
3086,3312397,-1.54391,-89.02328477,38.32051386,1,,,
3087,3312398,-1.86411,-89.02326174,38.32051255,1,,,
3088,3312399,-1.5301501,-89.0232387,38.32051124,1,,,
3089,3312037,-1.80399,-89.02339823,38.3205382,1,,,
3090,3312038,-1.69366,-89.0233752,38.32053689,1,,,
3091,3312039,-1.66391,-89.02335217,38.32053558,1,,,
3092,3312040,-1.82242,-89.02332914,38.32053427,1,,,
3093,3312041,-1.9010299,-89.02330611,38.32053296,1,,,
3094,3312042,-1.9010299,-89.02328307,38.32053165,1,,,
3095,3311666,-1.65833,-89.02341957,38.3205573,1,,,
3096,3311667,-1.34341,-89.02339654,38.32055599,1,,,
3097,3311673,-1.5102201,-89.02325835,38.32054814,1,,,
3098,3311284,-1.66571,-89.02330272,38.32056855,1,,,
3099,3311285,-1.66571,-89.02327969,38.32056724,1,,,
3100,3309151,-1.2049,-89.04042834,38.32164786,1,,,
3101,3309152,-1.3898,-89.04040531,38.32164655,1,,,
3102,3309153,-1.58664,-89.04038227,38.32164524,1,,,
3103,3309154,-1.58664,-89.04035924,38.32164394,1,,,
3104,3309155,-1.90134,-89.04033621,38.32164263,1,,,
3105,3308771,-1.3772,-89.04063394,38.3216774,1,,,
3106,3308774,-1.38431,-89.04042665,38.32166565,1,,,
3107,3308775,-1.36261,-89.04040362,38.32166435,1,,,
3108,3308776,-1.68304,-89.04038058,38.32166304,1,,,
3109,3308777,-1.68304,-89.04035755,38.32166173,1,,,
3110,3308778,-1.71506,-89.04033452,38.32166043,1,,,
3111,3308779,-1.60495,-89.04031149,38.32165912,1,,,
3112,3308780,-1.60867,-89.04028845,38.32165782,1,,,
3113,3308781,-1.68839,-89.04026542,38.32165651,1,,,
3114,3308782,-1.37576,-89.04024239,38.32165521,1,,,
3115,3308367,-1.24506,-89.04065528,38.3216965,1,,,
3116,3308368,-1.54913,-89.04063225,38.3216952,1,,,
3117,3308373,-1.78082,-89.04040193,38.32168214,1,,,
3118,3308380,-1.93423,-89.0402407,38.321673,1,,,
3119,3308381,-1.33118,-89.04021767,38.3216717,1,,,
3120,3307949,-1.6788,-89.04040024,38.32169994,1,,,
3121,3307956,-1.75552,-89.04023901,38.3216908,1,,,
3122,3307957,-1.44858,-89.04021598,38.32168949,1,,,
3123,3307568,-1.49631,-89.04030642,38.32171251,1,,,
3124,3307192,-1.49631,-89.04030473,38.32173031,1,,,
3125,3271768,-1.3150001,-89.14428365,38.32952992,1,,,
3126,3271440,-1.25897,-89.14425895,38.32954643,1,,,
3127,3271441,-1.25897,-89.14423591,38.32954514,1,,,
3128,3271094,-1.44336,-89.14425728,38.32956422,1,,,
3129,3271095,-1.44336,-89.14423425,38.32956294,1,,,
3130,3023731,-1.50485,-89.13860243,38.34297001,1,,,
3131,3017049,-1.79163,-89.13825624,38.34345159,1,,,
3132,3017050,-1.43997,-89.1382332,38.3434503,1,,,
3133,3015983,-1.8079799,-89.13824791,38.34354058,1,,,
3134,3015791,-1.4884599,-89.13824624,38.34355837,1,,,
3135,3012088,-1.22067,-89.08276064,38.34075002,1,,,
3136,3005865,-1.21548,-89.0873541,38.34165272,1,,,
3137,2890150,-1.21823,-89.02161246,38.34707731,1,,,
3138,2890151,-1.21823,-89.02158942,38.347076,1,,,
3139,2890152,-1.93555,-89.02156638,38.34707469,1,,,
3140,2889988,-1.23505,-89.02165684,38.34709772,1,,,
3141,2889989,-1.53488,-89.0216338,38.34709641,1,,,
3142,2889990,-1.4285001,-89.02161076,38.3470951,1,,,
3143,2889991,-1.4285001,-89.02158772,38.34709379,1,,,
3144,2889996,-1.41394,-89.02144949,38.34708594,1,,,
3145,2889997,-1.42838,-89.02142645,38.34708463,1,,,
3146,2889844,-1.61111,-89.02149387,38.34710635,1,,,
3147,2889845,-1.9101,-89.02147083,38.34710504,1,,,
3148,2842721,-1.76428,-89.06168084,38.35349804,1,,,
3149,2842448,-1.85175,-89.0617022,38.35351713,1,,,
3150,2842449,-1.4464099,-89.06167916,38.35351583,1,,,
3151,2842163,-1.31171,-89.06170052,38.35353493,1,,,
3152,2839768,-1.40045,-89.06205403,38.35371592,1,,,
3153,2834165,-1.32172,-89.06223559,38.35424501,1,,,
3154,2834166,-1.2126499,-89.06221255,38.35424371,1,,,
3155,2833984,-1.22247,-89.06225695,38.35426411,1,,,
3156,2833793,-1.22247,-89.06225526,38.3542819,1,,,
3157,2833584,-1.5209399,-89.0623227,38.3543036,1,,,
3158,2825482,-1.66846,-89.14288653,38.35956066,1,,,
3159,2825483,-1.66846,-89.14286349,38.35955937,1,,,
3160,2825484,-1.66321,-89.14284044,38.35955809,1,,,
3161,2825338,-1.9876699,-89.14283877,38.35957588,1,,,
3162,2825339,-1.50378,-89.14281573,38.3595746,1,,,
3163,2825386,-1.2558,-89.06206758,38.35504062,1,,,
3164,2825193,-1.32916,-89.1428832,38.35959625,1,,,
3165,2825194,-1.32916,-89.14286015,38.35959497,1,,,
3166,2825195,-1.53247,-89.14283711,38.35959368,1,,,
3167,2825196,-1.43317,-89.14281406,38.35959239,1,,,
3168,2664218,-1.26001,-89.04130015,38.36685497,1,,,
3169,2663953,-1.67194,-89.04129846,38.36687276,1,,,
3170,2662044,-1.23615,-89.0412158,38.36701121,1,,,
3171,2662048,-1.40479,-89.04110057,38.36700468,1,,,
3172,2661791,-1.66193,-89.04112192,38.36702378,1,,,
3173,2661792,-1.37061,-89.04109888,38.36702248,1,,,
3174,2369288,-1.5039099,-89.05533875,38.38496792,1,,,
3175,2369289,-1.2496901,-89.05531569,38.38496661,1,,,
3176,2369033,-1.21747,-89.05533706,38.38498571,1,,,
3177,2362822,-1.27557,-89.05452459,38.38524394,1,,,
3178,5791480,-1.38712,-88.97377338,38.24275725,1,,,
3179,5790879,-1.45752,-88.97377167,38.24277505,1,,,
3180,5790880,-1.3185101,-88.97374867,38.24277373,1,,,
3181,5790311,-1.27527,-88.97376997,38.24279284,1,,,
3182,5790312,-1.42313,-88.97374696,38.24279153,1,,,
3183,5789731,-1.22852,-88.97374526,38.24280932,1,,,
3184,5766666,-1.8469501,-88.93576163,38.24136088,1,,,
3185,5745014,-1.64505,-88.9266836,38.24146388,1,,,
3186,5745015,-1.68002,-88.92666059,38.24146255,1,,,
3187,5745016,-1.5898401,-88.92663759,38.24146123,1,,,
3188,5745017,-1.569,-88.92661458,38.2414599,1,,,
3189,5744415,-1.6303101,-88.92668188,38.24148168,1,,,
3190,5744416,-1.9213001,-88.92665887,38.24148035,1,,,
3191,5744417,-1.86087,-88.92663587,38.24147902,1,,,
3192,5744418,-1.56952,-88.92661286,38.2414777,1,,,
3193,5743798,-1.2586401,-88.92665716,38.24149814,1,,,
3194,5743800,-1.54611,-88.92661115,38.24149549,1,,,
3195,5739822,-1.23434,-88.93524743,38.24213644,1,,,
3196,5735397,-1.25098,-88.93534703,38.24230322,1,,,
3197,5735398,-1.25098,-88.93532403,38.24230189,1,,,
3198,5642119,-1.26062,-88.96030801,38.24663714,1,,,
3199,5642120,-1.26062,-88.960285,38.24663581,1,,,
3200,5601746,-1.28055,-88.93647824,38.24641217,1,,,
3201,5601101,-1.24307,-88.93647653,38.24642996,1,,,
3202,5601102,-1.41122,-88.93645352,38.24642864,1,,,
3203,5518403,-1.92804,-88.96190182,38.25003872,1,,,
3204,5461545,-1.45364,-88.93405974,38.24990512,1,,,
3205,5460981,-1.22632,-88.93408103,38.24992424,1,,,
3206,5460985,-1.29443,-88.933989,38.24991894,1,,,
3207,5460986,-1.29443,-88.93396599,38.24991761,1,,,
3208,5460397,-1.61795,-88.93407932,38.24994203,1,,,
3209,5460401,-1.31909,-88.93398728,38.24993673,1,,,
3210,5460402,-1.31909,-88.93396428,38.24993541,1,,,
3211,5459791,-1.38232,-88.93412362,38.24996248,1,,,
3212,5459792,-1.72052,-88.93410061,38.24996115,1,,,
3213,5459796,-1.7582099,-88.93400858,38.24995585,1,,,
3214,5459186,-1.34814,-88.9341219,38.24998027,1,,,
3215,5459187,-1.6955,-88.9340989,38.24997895,1,,,
3216,5458522,-1.9628299,-88.93409718,38.24999674,1,,,
3217,5457852,-1.9628299,-88.93409547,38.25001454,1,,,
3218,5457176,-1.40469,-88.93407075,38.250031,1,,,
3219,5451308,-1.28641,-88.92722199,38.24979729,1,,,
3220,5449086,-1.20956,-88.92728415,38.24987245,1,,,
3221,5433408,-1.3002,-88.92826976,38.25044818,1,,,
3222,5433409,-1.25732,-88.92824675,38.25044685,1,,,
3223,5428615,-1.27789,-88.92850912,38.25060512,1,,,
3224,5427979,-1.6097701,-88.92850741,38.25062292,1,,,
3225,5362320,-1.59708,-88.8592662,38.24841839,1,,,
3226,5362321,-1.26208,-88.85924319,38.24841705,1,,,
3227,5361654,-1.23331,-88.85928747,38.24843753,1,,,
3228,5361655,-1.24921,-88.85926446,38.24843619,1,,,
3229,5361006,-1.6001,-88.85928574,38.24845532,1,,,
3230,5360398,-1.26712,-88.85928401,38.24847311,1,,,
3231,5359814,-1.3169301,-88.85930528,38.24849225,1,,,
3232,5359208,-1.2907701,-88.85934956,38.24851272,1,,,
3233,5359209,-1.2907701,-88.85932655,38.24851138,1,,,
3234,5105333,-1.37521,-88.89244922,38.25600023,1,,,
3235,5104283,-1.2699,-88.8924475,38.25601802,1,,,
3236,5103194,-1.20245,-88.89244577,38.25603582,1,,,
3237,5099985,-1.34604,-88.89239458,38.25608653,1,,,
3238,5098995,-1.24362,-88.89239286,38.25610432,1,,,
3239,5095995,-1.39362,-88.89222662,38.25614837,1,,,
3240,5095996,-1.24411,-88.89220362,38.25614704,1,,,
3241,5094902,-1.25122,-88.8922249,38.25616617,1,,,
3242,5094903,-1.20825,-88.89220189,38.25616483,1,,,
3243,4909241,-1.27573,-88.9893341,38.26583399,1,,,
3244,4908451,-1.25131,-88.98942446,38.26585705,1,,,
3245,4908452,-1.21738,-88.98940144,38.26585573,1,,,
3246,4908454,-1.41394,-88.98935542,38.2658531,1,,,
3247,4908455,-1.22272,-88.9893324,38.26585179,1,,,
3248,4908457,-1.21494,-88.98928638,38.26584916,1,,,
3249,4907678,-1.27133,-88.98946879,38.26587747,1,,,
3250,4907679,-1.27133,-88.98944577,38.26587616,1,,,
3251,4907680,-1.25757,-88.98942276,38.26587484,1,,,
3252,4907681,-1.26529,-88.98939974,38.26587353,1,,,
3253,4907683,-1.41141,-88.98935372,38.2658709,1,,,
3254,4907684,-1.36395,-88.9893307,38.26586958,1,,,
3255,4906882,-1.35068,-88.98946708,38.26589527,1,,,
3256,4906883,-1.35068,-88.98944407,38.26589395,1,,,
3257,4906884,-1.23911,-88.98942106,38.26589264,1,,,
3258,4906886,-1.3840899,-88.98937503,38.26589001,1,,,
3259,4906887,-1.36282,-88.98935202,38.26588869,1,,,
3260,4906888,-1.32315,-88.989329,38.26588738,1,,,
3261,4906053,-1.2425801,-88.98953443,38.26591701,1,,,
3262,4906054,-1.22162,-88.98951141,38.26591569,1,,,
3263,4906055,-1.26938,-88.9894884,38.26591438,1,,,
3264,4906056,-1.38007,-88.98946538,38.26591306,1,,,
3265,4906057,-1.38007,-88.98944237,38.26591175,1,,,
3266,4906058,-1.2190599,-88.98941936,38.26591043,1,,,
3267,4906059,-1.22952,-88.98939634,38.26590912,1,,,
3268,4906060,-1.20755,-88.98937333,38.2659078,1,,,
3269,4905232,-1.33011,-88.98955574,38.26593612,1,,,
3270,4905233,-1.39987,-88.98953273,38.2659348,1,,,
3271,4905234,-1.3645,-88.98950971,38.26593349,1,,,
3272,4905235,-1.24362,-88.9894867,38.26593217,1,,,
